model,season,metric,stage,HWN,HWF,Average,id_data
LSTM16,7,mae,training,0.7433799564509616,0.7175517574913042,0.7304658569711329,5cb3fa02
CNNRNN16,7,mae,training,0.812640570175647,0.7568830294649792,0.7847617998203131,5cb3fa02
CNNLSTM16,7,mae,training,0.7399616778554542,0.8055609442254209,0.7727613110404375,5cb3fa02
MLP16,7,mae,training,0.7984568322715129,0.7653548401902086,0.7819058362308607,5cb3fa02
Linear,8,mae,training,0.486274888135927,0.49431226231134434,0.4902935752236357,5cb3fa02
RF10,8,mae,training,0.3887497160531262,0.3439147817439386,0.3663322488985324,5cb3fa02
SVR-rbf,8,mae,training,0.4040442550164275,0.40215394715628483,0.40309910108635616,5cb3fa02
SVR-linear,8,mae,training,0.4614524083506512,0.48471229708304675,0.47308235271684895,5cb3fa02
XGB10,8,mae,training,0.3611321236779852,0.37201291104934814,0.3665725173636667,5cb3fa02
RNN16,8,mae,training,0.754325940509519,0.6607716178784201,0.7075487791939695,5cb3fa02
LSTM16,8,mae,training,0.677951966604689,0.6841800566504841,0.6810660116275866,5cb3fa02
CNNRNN16,8,mae,training,0.671552068999215,0.6881210736514809,0.679836571325348,5cb3fa02
CNNLSTM16,8,mae,training,0.6438951670273523,0.6287754986752262,0.6363353328512893,5cb3fa02
MLP16,8,mae,training,0.6490000493677368,0.6708520278961053,0.659926038631921,5cb3fa02
Linear,9,mae,training,0.4810520905087942,0.4585400762224797,0.46979608336563694,5cb3fa02
RF10,9,mae,training,0.28444926683548644,0.3250880903043113,0.30476867856989887,5cb3fa02
SVR-rbf,9,mae,training,0.40690180075268995,0.37073783574630814,0.38881981824949907,5cb3fa02
SVR-linear,9,mae,training,0.4840324421660944,0.42297692621165395,0.4535046841888742,5cb3fa02
XGB10,9,mae,training,0.37959199254180986,0.36601858088793177,0.3728052867148708,5cb3fa02
RNN16,9,mae,training,0.6816506274509867,0.5690367985453476,0.6253437129981672,5cb3fa02
LSTM16,9,mae,training,0.7904296246318997,0.7181488314170885,0.7542892280244942,5cb3fa02
CNNRNN16,9,mae,training,0.610856447851883,0.5494696407145746,0.5801630442832288,5cb3fa02
CNNLSTM16,9,mae,training,0.7092039795401857,0.6484935073735105,0.6788487434568481,5cb3fa02
MLP16,9,mae,training,0.7253246241899369,0.7024496991822787,0.7138871616861078,5cb3fa02
Linear,10,mae,training,0.5573981549704419,0.4968235943484537,0.5271108746594477,5cb3fa02
RF10,10,mae,training,0.3035077291455006,0.28519261378034355,0.2943501714629221,5cb3fa02
SVR-rbf,10,mae,training,0.33515346355541575,0.3137617873442829,0.32445762544984935,5cb3fa02
SVR-linear,10,mae,training,0.5184174399026142,0.48716876572255907,0.5027931028125867,5cb3fa02
XGB10,10,mae,training,0.3560598896198574,0.3395704489198317,0.34781516926984457,5cb3fa02
RNN16,10,mae,training,0.7417168955684647,0.6997031673783978,0.7207100314734312,5cb3fa02
LSTM16,10,mae,training,0.7134733994297827,0.6696184275564034,0.691545913493093,5cb3fa02
CNNRNN16,10,mae,training,0.722539222189117,0.6746161949247664,0.6985777085569418,5cb3fa02
CNNLSTM16,10,mae,training,0.4647410447237408,0.4268066563067388,0.44577385051523977,5cb3fa02
MLP16,10,mae,training,0.46873309223493365,0.482514369979279,0.4756237311071063,5cb3fa02
Linear,11,mae,training,0.545687311891739,0.49942252431246126,0.5225549181021001,5cb3fa02
RF10,11,mae,training,0.3230477304209631,0.34721521672353006,0.3351314735722466,5cb3fa02
SVR-rbf,11,mae,training,0.37408689999905065,0.32882748166991843,0.35145719083448457,5cb3fa02
SVR-linear,11,mae,training,0.5157411097012348,0.48319503011208204,0.4994680699066584,5cb3fa02
XGB10,11,mae,training,0.37044949159191787,0.35050437593262457,0.3604769337622712,5cb3fa02
RNN16,11,mae,training,0.7893126669294029,0.7020329077331258,0.7456727873312643,5cb3fa02
LSTM16,11,mae,training,0.6993422628430572,0.659294815490562,0.6793185391668096,5cb3fa02
CNNRNN16,11,mae,training,0.7255465195549442,0.6671081313291374,0.6963273254420408,5cb3fa02
CNNLSTM16,11,mae,training,0.7478839223506802,0.683372148167252,0.7156280352589661,5cb3fa02
MLP16,11,mae,training,0.8120237872727701,0.6990559809121278,0.755539884092449,5cb3fa02
Linear,12,mae,training,0.5553573654955481,0.5339916012544353,0.5446744833749917,5cb3fa02
RF10,12,mae,training,0.23926895281754865,0.20549986513007432,0.22238440897381148,5cb3fa02
SVR-rbf,12,mae,training,0.29966929284732774,0.2701295049002965,0.2848993988738121,5cb3fa02
SVR-linear,12,mae,training,0.451789190937548,0.4339611956871596,0.4428751933123538,5cb3fa02
XGB10,12,mae,training,0.3235329726218834,0.3029441533172537,0.31323856296956853,5cb3fa02
RNN16,12,mae,training,0.5595747454825843,0.4323268945732874,0.4959508200279359,5cb3fa02
LSTM16,12,mae,training,0.47554879259443256,0.43726831841598324,0.45640855550520787,5cb3fa02
CNNRNN16,12,mae,training,0.4621660820993255,0.4357813520260702,0.44897371706269784,5cb3fa02
CNNLSTM16,12,mae,training,0.29995808011903013,0.2631402080473831,0.28154914408320664,5cb3fa02
MLP16,12,mae,training,0.5161556734942337,0.5100929539396631,0.5131243137169484,5cb3fa02
Linear,1,r2,CV,-0.4150572199680001,-1.916998407204892,-1.1660278135864461,5cb3fa02
RF10,1,r2,CV,-0.759030609381229,-1.5268893785539843,-1.1429599939676067,5cb3fa02
SVR-rbf,1,r2,CV,-0.6283581758267414,-1.764688296645978,-1.1965232362363598,5cb3fa02
SVR-linear,1,r2,CV,-0.26096057298383873,-1.9536569656521308,-1.1073087693179848,5cb3fa02
XGB10,1,r2,CV,-0.4737409195917657,-1.3639310832923193,-0.9188360014420425,5cb3fa02
RNN16,1,r2,CV,-0.9201616617154291,-1.4770478734570758,-1.1986047675862523,5cb3fa02
LSTM16,1,r2,CV,-0.8447514289135175,-0.8707853261423235,-0.8577683775279206,5cb3fa02
CNNRNN16,1,r2,CV,-0.925212968529452,-0.9432260058446966,-0.9342194871870744,5cb3fa02
CNNLSTM16,1,r2,CV,-0.8703417124052447,-1.0593237796502808,-0.9648327460277628,5cb3fa02
MLP16,1,r2,CV,-1.847593099556836,-1.2576719658126057,-1.5526325326847208,5cb3fa02
Linear,2,r2,CV,-0.2742430599309519,-1.2514384102044664,-0.7628407350677091,5cb3fa02
RF10,2,r2,CV,0.0023967837540841974,-0.1606942377218454,-0.0791487269838806,5cb3fa02
SVR-rbf,2,r2,CV,-0.12023776239055695,-0.3124195427839668,-0.21632865258726186,5cb3fa02
SVR-linear,2,r2,CV,-0.6755952810674016,-1.30345438280783,-0.9895248319376158,5cb3fa02
XGB10,2,r2,CV,-0.10311934086615933,-0.22007509331569777,-0.16159721709092856,5cb3fa02
RNN16,2,r2,CV,-0.18535728305947954,0.04061339380302813,-0.07237194462822572,5cb3fa02
LSTM16,2,r2,CV,0.13155834155056262,0.09610692248368646,0.11383263201712454,5cb3fa02
CNNRNN16,2,r2,CV,-0.10318538395722487,-0.2716207230942692,-0.18740305352574704,5cb3fa02
CNNLSTM16,2,r2,CV,0.03957863180244014,-0.9689964211239308,-0.46470889466074533,5cb3fa02
MLP16,2,r2,CV,-0.35835271844959926,-0.41179739295075996,-0.38507505570017964,5cb3fa02
Linear,3,r2,CV,-2.474965841194545,-7.175729869546302,-4.825347855370424,5cb3fa02
RF10,3,r2,CV,-2.180005644571468,-14.11818288218819,-8.14909426337983,5cb3fa02
SVR-rbf,3,r2,CV,-0.2049114614094359,-0.606292049681026,-0.4056017555452309,5cb3fa02
SVR-linear,3,r2,CV,-1.5145036559589804,-5.095025227391824,-3.3047644416754025,5cb3fa02
XGB10,3,r2,CV,-0.9963801970288699,-2.671831657959124,-1.834105927493997,5cb3fa02
RNN16,3,r2,CV,0.26759589740548295,0.07081978500829454,0.16920784120688875,5cb3fa02
LSTM16,3,r2,CV,0.4926221865870567,0.4383115490488393,0.465466867817948,5cb3fa02
CNNRNN16,3,r2,CV,0.4043077162925133,0.38592330510915857,0.39511551070083595,5cb3fa02
CNNLSTM16,3,r2,CV,0.3231007209443991,0.3248301711521494,0.32396544604827426,5cb3fa02
MLP16,3,r2,CV,0.22736530903365865,0.06781808216489216,0.1475916955992754,5cb3fa02
Linear,4,r2,CV,-0.11442378033233899,-0.3678310464776812,-0.2411274134050101,5cb3fa02
RF10,4,r2,CV,-0.27748540336561617,-1.1912720199013265,-0.7343787116334713,5cb3fa02
SVR-rbf,4,r2,CV,-0.4236296252403756,-0.2941749444179753,-0.35890228482917547,5cb3fa02
SVR-linear,4,r2,CV,-0.3657530151007162,-0.3858420902148237,-0.37579755265776993,5cb3fa02
XGB10,4,r2,CV,-0.24291701423242512,-0.3475187467351932,-0.29521788048380915,5cb3fa02
RNN16,4,r2,CV,0.17441511299227913,0.08492799268462103,0.12967155283845008,5cb3fa02
LSTM16,4,r2,CV,0.2228828535648087,0.2271068005956047,0.22499482708020668,5cb3fa02
CNNRNN16,4,r2,CV,0.20947266973393755,0.1653555833372271,0.18741412653558231,5cb3fa02
CNNLSTM16,4,r2,CV,0.10015237706829708,-0.0006074471780440696,0.04977246494512651,5cb3fa02
MLP16,4,r2,CV,0.07028843834891858,0.02510349997935055,0.047695969164134565,5cb3fa02
Linear,5,r2,CV,-0.2588914586499176,-0.5971354885819625,-0.42801347361594005,5cb3fa02
RF10,5,r2,CV,0.005251250576735922,-0.3193006042342084,-0.15702467682873625,5cb3fa02
SVR-rbf,5,r2,CV,0.09168636147992534,0.006368618837015649,0.049027490158470494,5cb3fa02
SVR-linear,5,r2,CV,-0.060710730046046525,-0.08082432454151892,-0.07076752729378272,5cb3fa02
XGB10,5,r2,CV,-0.027345975043375215,-0.3821602851274907,-0.20475313008543294,5cb3fa02
RNN16,5,r2,CV,0.1458714386346348,0.27023518820726256,0.20805331342094868,5cb3fa02
LSTM16,5,r2,CV,0.11295236385800887,-0.021070496256084356,0.04594093380096226,5cb3fa02
CNNRNN16,5,r2,CV,0.18871476224093914,0.0933208020664103,0.14101778215367472,5cb3fa02
CNNLSTM16,5,r2,CV,0.15512052736607923,-0.0444718586125826,0.055324334376748316,5cb3fa02
MLP16,5,r2,CV,-0.10325429573536822,-0.024105189995261577,-0.0636797428653149,5cb3fa02
Linear,6,r2,CV,-0.13392064806884044,-0.7276217183586544,-0.4307711832137474,5cb3fa02
RF10,6,r2,CV,-0.46824233611048394,-1.5290713587162803,-0.9986568474133821,5cb3fa02
SVR-rbf,6,r2,CV,-0.21709403116384934,-0.35477441073735855,-0.28593422095060395,5cb3fa02
SVR-linear,6,r2,CV,-0.0496116648244176,-0.6573799849543178,-0.3534958248893677,5cb3fa02
XGB10,6,r2,CV,-0.6613443218234776,-1.045422752833387,-0.8533835373284323,5cb3fa02
RNN16,6,r2,CV,-0.11156041043927709,-0.01735674212073791,-0.06445857628000749,5cb3fa02
LSTM16,6,r2,CV,-0.0648787882284141,-0.06801248628246562,-0.06644563725543987,5cb3fa02
CNNRNN16,6,r2,CV,-0.08411896494079957,-0.1324661572250613,-0.10829256108293044,5cb3fa02
CNNLSTM16,6,r2,CV,-0.014677033951018366,-0.1637634970106152,-0.08922026548081678,5cb3fa02
MLP16,6,r2,CV,-0.19457795269569636,-0.22662361488426655,-0.21060078378998145,5cb3fa02
Linear,7,r2,CV,-0.49361971999389426,-0.7454194984374876,-0.6195196092156909,5cb3fa02
RF10,7,r2,CV,-0.6464545232700971,-0.6114865160509436,-0.6289705196605204,5cb3fa02
SVR-rbf,7,r2,CV,-0.272426648305506,-0.36916082597320077,-0.3207937371393534,5cb3fa02
SVR-linear,7,r2,CV,-0.5853531411490138,-0.6896015399233532,-0.6374773405361835,5cb3fa02
XGB10,7,r2,CV,-0.6288517978546759,-0.606139212612322,-0.6174955052334989,5cb3fa02
RNN16,7,r2,CV,-0.5911064083274997,-0.22292248570397205,-0.40701444701573586,5cb3fa02
LSTM16,7,r2,CV,-0.2318225198981403,-0.10505638011668805,-0.16843945000741417,5cb3fa02
CNNRNN16,7,r2,CV,-0.6338730780203135,-0.41400108886969256,-0.523937083445003,5cb3fa02
CNNLSTM16,7,r2,CV,-0.361872821969882,-0.5244050609190438,-0.4431389414444629,5cb3fa02
MLP16,7,r2,CV,-0.6585290166646967,-0.4212637407291715,-0.5398963786969341,5cb3fa02
Linear,8,r2,CV,-0.6416454074860061,-1.318068633024541,-0.9798570202552735,5cb3fa02
RF10,8,r2,CV,-0.3825832325461832,-0.8435150704317437,-0.6130491514889634,5cb3fa02
SVR-rbf,8,r2,CV,-0.29262677153499883,-0.33332734242644585,-0.3129770569807223,5cb3fa02
SVR-linear,8,r2,CV,-0.2552093575127482,-0.5855907246929464,-0.4204000411028473,5cb3fa02
XGB10,8,r2,CV,-0.5059432292167999,-0.5606730822722634,-0.5333081557445316,5cb3fa02
RNN16,8,r2,CV,-1.8889455807559483,-3.3728062748641823,-2.6308759278100653,5cb3fa02
LSTM16,8,r2,CV,-1.2608418405944213,-2.0140232997509253,-1.6374325701726733,5cb3fa02
CNNRNN16,8,r2,CV,-2.3318342154538843,-3.319812677136434,-2.825823446295159,5cb3fa02
CNNLSTM16,8,r2,CV,-2.2557452946147247,-2.327216986481636,-2.2914811405481803,5cb3fa02
MLP16,8,r2,CV,-2.955493203186203,-3.33737717501539,-3.1464351891007967,5cb3fa02
Linear,9,r2,CV,0.11926391078098413,0.07614217854460589,0.097703044662795,5cb3fa02
RF10,9,r2,CV,-0.8744582379739041,-1.3326612853459336,-1.1035597616599189,5cb3fa02
SVR-rbf,9,r2,CV,-0.707659883749453,-1.0372047759677314,-0.8724323298585922,5cb3fa02
SVR-linear,9,r2,CV,-0.11873211014512544,-0.11856937780029256,-0.118650743972709,5cb3fa02
XGB10,9,r2,CV,-0.6737867360075109,-1.1500235845544644,-0.9119051602809877,5cb3fa02
RNN16,9,r2,CV,-0.24713188987895549,-0.06892366891022998,-0.15802777939459273,5cb3fa02
LSTM16,9,r2,CV,-0.06158630113223125,-0.06399438662078333,-0.06279034387650728,5cb3fa02
CNNRNN16,9,r2,CV,-0.2438860465516408,-0.2121721740999289,-0.22802911032578485,5cb3fa02
CNNLSTM16,9,r2,CV,-0.2474294606737107,-0.32857165483011025,-0.28800055775191047,5cb3fa02
MLP16,9,r2,CV,-0.11709299215047346,-0.07902647848395804,-0.09805973531721575,5cb3fa02
Linear,10,r2,CV,-2.1360710744131826,-1.5218798334326813,-1.828975453922932,5cb3fa02
RF10,10,r2,CV,-1.3802639264168417,-2.7958508000519804,-2.088057363234411,5cb3fa02
SVR-rbf,10,r2,CV,-1.0842621169025546,-1.1242118058779542,-1.1042369613902543,5cb3fa02
SVR-linear,10,r2,CV,-2.4276537202128545,-1.4184798162196406,-1.9230667682162474,5cb3fa02
XGB10,10,r2,CV,-1.6712975997238353,-1.7953919803853111,-1.733344790054573,5cb3fa02
RNN16,10,r2,CV,-0.027615270136343538,-0.0050786501211389674,-0.016346960128741254,5cb3fa02
LSTM16,10,r2,CV,0.05179303802266367,0.12411574010437736,0.08795438906352052,5cb3fa02
CNNRNN16,10,r2,CV,0.09901834683513791,0.2067931850227493,0.15290576592894362,5cb3fa02
CNNLSTM16,10,r2,CV,0.1694355101828435,0.08337289535752132,0.1264042027701824,5cb3fa02
MLP16,10,r2,CV,0.2686917085927773,0.28595937145870565,0.2773255400257415,5cb3fa02
Linear,11,r2,CV,-1.7876143070108754,-2.4400987764078135,-2.1138565417093442,5cb3fa02
RF10,11,r2,CV,-2.9131518982315416,-2.9234033023829826,-2.9182776003072624,5cb3fa02
SVR-rbf,11,r2,CV,-1.357547618211715,-1.2109360554979784,-1.2842418368548467,5cb3fa02
SVR-linear,11,r2,CV,-1.2189688956664546,-3.7090100795251715,-2.4639894875958133,5cb3fa02
XGB10,11,r2,CV,-1.9344915562931426,-1.6315739450628701,-1.7830327506780064,5cb3fa02
RNN16,11,r2,CV,-0.8639868383206053,-0.26312583101671666,-0.563556334668661,5cb3fa02
LSTM16,11,r2,CV,-0.22069185987500856,-0.03749054592400029,-0.12909120289950443,5cb3fa02
CNNRNN16,11,r2,CV,-0.3730987767037817,-0.06396441919913796,-0.21853159795145985,5cb3fa02
CNNLSTM16,11,r2,CV,-0.4254268170741498,-0.19004070360782926,-0.30773376034098954,5cb3fa02
MLP16,11,r2,CV,-0.7985145021126251,-0.18487597745074574,-0.4916952397816854,5cb3fa02
Linear,12,r2,CV,-6.974840316138301,-15.047925981981525,-11.011383149059913,5cb3fa02
RF10,12,r2,CV,-3.362301896544782,-3.7000670489853222,-3.531184472765052,5cb3fa02
SVR-rbf,12,r2,CV,-0.6658107236337352,-1.9833214821881662,-1.3245661029109508,5cb3fa02
SVR-linear,12,r2,CV,-1.122616463826763,-2.0421926906619623,-1.5824045772443627,5cb3fa02
XGB10,12,r2,CV,-0.7702995881175154,-4.3836205190318385,-2.576960053574677,5cb3fa02
RNN16,12,r2,CV,-0.5374142470389288,-0.5788615630900692,-0.558137905064499,5cb3fa02
LSTM16,12,r2,CV,-0.2580033455905975,-0.34880723390609875,-0.30340528974834813,5cb3fa02
CNNRNN16,12,r2,CV,-0.014748004991363632,0.04059365480237753,0.01292282490550695,5cb3fa02
CNNLSTM16,12,r2,CV,-0.14785560698022943,-0.446725142364267,-0.2972903746722482,5cb3fa02
MLP16,12,r2,CV,-0.22895771856577735,-0.825134586568856,-0.5270461525673167,5cb3fa02
Linear,1,mape,CV,1.35986091695638,1.233029851840453,1.2964453843984165,5cb3fa02
RF10,1,mape,CV,1.9640020666693085,1.122827021259529,1.5434145439644187,5cb3fa02
SVR-rbf,1,mape,CV,2.046415792192759,1.0964920543202454,1.5714539232565023,5cb3fa02
SVR-linear,1,mape,CV,1.6168780240757143,1.0526216503012233,1.3347498371884687,5cb3fa02
XGB10,1,mape,CV,1.7128721570744472,0.9778558075890598,1.3453639823317536,5cb3fa02
RNN16,1,mape,CV,1.1688292158493339,0.8415398429234601,1.005184529386397,5cb3fa02
LSTM16,1,mape,CV,1.6039616529272567,0.9263332918368599,1.2651474723820582,5cb3fa02
CNNRNN16,1,mape,CV,1.2062671723094536,0.7583992244766392,0.9823331983930463,5cb3fa02
CNNLSTM16,1,mape,CV,1.2551917167097848,1.196664858597829,1.225928287653807,5cb3fa02
MLP16,1,mape,CV,1.3987686482676294,1.1092895668833187,1.254029107575474,5cb3fa02
Linear,2,mape,CV,1.709111653952597,1.7304745046613348,1.719793079306966,5cb3fa02
RF10,2,mape,CV,1.5082239469596421,1.2425018815804365,1.3753629142700392,5cb3fa02
SVR-rbf,2,mape,CV,1.51234917911322,1.4899374861940236,1.5011433326536219,5cb3fa02
SVR-linear,2,mape,CV,2.0833544806582944,1.662030241556171,1.8726923611072328,5cb3fa02
XGB10,2,mape,CV,1.1393350883143587,1.067405259680028,1.1033701739971935,5cb3fa02
RNN16,2,mape,CV,1.0639417042150918,1.2002125652615814,1.1320771347383367,5cb3fa02
LSTM16,2,mape,CV,1.1382864077410708,1.0843502962114568,1.111318351976264,5cb3fa02
CNNRNN16,2,mape,CV,1.1185312027424599,0.9809611614393969,1.0497461820909284,5cb3fa02
CNNLSTM16,2,mape,CV,1.1967575898737204,1.2523924982607644,1.2245750440672425,5cb3fa02
MLP16,2,mape,CV,1.2400526291248117,0.9802277251160825,1.110140177120447,5cb3fa02
Linear,3,mape,CV,1.6357931253798075,2.2170856214947454,1.9264393734372764,5cb3fa02
RF10,3,mape,CV,1.467751811665228,2.6565258635268894,2.0621388375960588,5cb3fa02
SVR-rbf,3,mape,CV,1.3298332850799202,2.2442635462826055,1.7870484156812627,5cb3fa02
SVR-linear,3,mape,CV,1.2751733537145684,2.1538241184149145,1.7144987360647415,5cb3fa02
XGB10,3,mape,CV,1.2329183691913688,2.2047319941799417,1.7188251816856552,5cb3fa02
RNN16,3,mape,CV,1.003222958956132,1.3684823602084635,1.1858526595822978,5cb3fa02
LSTM16,3,mape,CV,1.1462368803689318,1.6695161511696768,1.4078765157693043,5cb3fa02
CNNRNN16,3,mape,CV,1.1079503445836325,1.4967199502357507,1.3023351474096916,5cb3fa02
CNNLSTM16,3,mape,CV,1.316866224878866,1.625775409734602,1.471320817306734,5cb3fa02
MLP16,3,mape,CV,0.9189623430633439,2.1458281631827227,1.5323952531230334,5cb3fa02
Linear,4,mape,CV,1.4561751618999441,1.304138046424883,1.3801566041624136,5cb3fa02
RF10,4,mape,CV,1.4919524015277879,1.5329151313297005,1.5124337664287442,5cb3fa02
SVR-rbf,4,mape,CV,1.5103731660619197,1.2762090329145959,1.3932910994882577,5cb3fa02
SVR-linear,4,mape,CV,1.5856812780425438,1.2801028788919464,1.432892078467245,5cb3fa02
XGB10,4,mape,CV,1.110995784649937,1.1923339464725515,1.1516648655612443,5cb3fa02
RNN16,4,mape,CV,1.2212878737352313,0.9517703133000158,1.0865290935176235,5cb3fa02
LSTM16,4,mape,CV,1.1166058589957062,1.043498211842666,1.080052035419186,5cb3fa02
CNNRNN16,4,mape,CV,1.048756892215418,1.0009231326129768,1.0248400124141974,5cb3fa02
CNNLSTM16,4,mape,CV,1.1530367198797782,0.9940821138680687,1.0735594168739233,5cb3fa02
MLP16,4,mape,CV,1.2581962165088365,1.0484624751005427,1.1533293458046896,5cb3fa02
Linear,5,mape,CV,2.2416379172652037,1.9286345546697816,2.0851362359674925,5cb3fa02
RF10,5,mape,CV,2.05227646619929,1.581296864501602,1.8167866653504459,5cb3fa02
SVR-rbf,5,mape,CV,1.3265506239193319,1.1223718267193163,1.224461225319324,5cb3fa02
SVR-linear,5,mape,CV,1.17511703517673,1.3413346419265006,1.2582258385516152,5cb3fa02
XGB10,5,mape,CV,2.532780748464474,1.3366045445935772,1.9346926465290257,5cb3fa02
RNN16,5,mape,CV,0.9159983981276797,0.9680044484616438,0.9420014232946617,5cb3fa02
LSTM16,5,mape,CV,1.951535511035413,1.1124983367646597,1.5320169239000363,5cb3fa02
CNNRNN16,5,mape,CV,2.164367546386177,1.454239222520896,1.8093033844535364,5cb3fa02
CNNLSTM16,5,mape,CV,1.3208415464441865,1.4691106917751877,1.3949761191096872,5cb3fa02
MLP16,5,mape,CV,1.3842770083997438,1.2908607141828772,1.3375688612913104,5cb3fa02
Linear,6,mape,CV,1.549500307703252,1.393026771459694,1.471263539581473,5cb3fa02
RF10,6,mape,CV,1.468668685325931,1.386945551299533,1.427807118312732,5cb3fa02
SVR-rbf,6,mape,CV,1.0793544243195552,1.3192210304051764,1.1992877273623659,5cb3fa02
SVR-linear,6,mape,CV,1.268106175569319,1.2387618708573052,1.253434023213312,5cb3fa02
XGB10,6,mape,CV,1.4202083996050292,1.407747604132928,1.4139780018689785,5cb3fa02
RNN16,6,mape,CV,0.951627756442653,1.1014503033213199,1.0265390298819863,5cb3fa02
LSTM16,6,mape,CV,1.0705834258881624,1.2542103239102929,1.1623968748992275,5cb3fa02
CNNRNN16,6,mape,CV,1.077170038063172,1.127629271907731,1.1023996549854513,5cb3fa02
CNNLSTM16,6,mape,CV,1.0693420490244472,1.4249678963322945,1.2471549726783708,5cb3fa02
MLP16,6,mape,CV,1.002550695875158,0.983274233260079,0.9929124645676185,5cb3fa02
Linear,7,mape,CV,1.6905205913658008,2.027326872521169,1.8589237319434848,5cb3fa02
RF10,7,mape,CV,1.3657382623763026,1.456994219225795,1.4113662408010488,5cb3fa02
SVR-rbf,7,mape,CV,1.1845121108477632,1.2393379092760133,1.2119250100618881,5cb3fa02
SVR-linear,7,mape,CV,1.6338319423593113,1.7840342668912492,1.7089331046252803,5cb3fa02
XGB10,7,mape,CV,1.309217908280187,1.4412615514144385,1.3752397298473127,5cb3fa02
RNN16,7,mape,CV,0.9947852566488387,0.8409189467815391,0.9178521017151888,5cb3fa02
LSTM16,7,mape,CV,1.077370894413678,1.2741262441160943,1.1757485692648861,5cb3fa02
CNNRNN16,7,mape,CV,1.1298060442500975,1.2116547825577042,1.1707304134039007,5cb3fa02
CNNLSTM16,7,mape,CV,0.979546123602166,1.562527006278641,1.2710365649404034,5cb3fa02
MLP16,7,mape,CV,0.9482893003040533,0.9281193982917827,0.938204349297918,5cb3fa02
Linear,8,mape,CV,1.6855303105772639,2.5634141491544513,2.124472229865858,5cb3fa02
RF10,8,mape,CV,1.4338715745802435,2.3035480949763802,1.8687098347783118,5cb3fa02
SVR-rbf,8,mape,CV,1.1745259120014944,2.06100622013967,1.6177660660705822,5cb3fa02
SVR-linear,8,mape,CV,1.6616034380750997,2.552085069004614,2.106844253539857,5cb3fa02
XGB10,8,mape,CV,1.6678893500534742,2.2429673796306764,1.9554283648420752,5cb3fa02
RNN16,8,mape,CV,1.6629131886831485,1.9007201713984199,1.7818166800407842,5cb3fa02
LSTM16,8,mape,CV,1.6324148598344568,3.189536865773084,2.4109758628037703,5cb3fa02
CNNRNN16,8,mape,CV,1.5010988426244332,2.5486850366694638,2.0248919396469485,5cb3fa02
CNNLSTM16,8,mape,CV,1.5346594834523064,2.323036982098977,1.9288482327756418,5cb3fa02
MLP16,8,mape,CV,1.39148005059951,1.9042951165838884,1.6478875835916993,5cb3fa02
Linear,9,mape,CV,1.4744942495436995,2.755071399967012,2.1147828247553555,5cb3fa02
RF10,9,mape,CV,1.8312785509229639,2.4703946217715105,2.1508365863472374,5cb3fa02
SVR-rbf,9,mape,CV,1.4614848724620513,1.9474101673929387,1.7044475199274949,5cb3fa02
SVR-linear,9,mape,CV,1.7090242571375611,2.643497988405678,2.1762611227716198,5cb3fa02
XGB10,9,mape,CV,1.5549759644036008,3.357555007328821,2.456265485866211,5cb3fa02
RNN16,9,mape,CV,1.1846971928968635,2.0209499264117494,1.6028235596543063,5cb3fa02
LSTM16,9,mape,CV,1.1937304877259318,1.411469611593906,1.3026000496599188,5cb3fa02
CNNRNN16,9,mape,CV,1.4333679309618461,2.0659290120058165,1.7496484714838312,5cb3fa02
CNNLSTM16,9,mape,CV,1.271246799906676,1.7706671090225194,1.5209569544645978,5cb3fa02
MLP16,9,mape,CV,1.3259289762655562,1.203815656936353,1.2648723166009546,5cb3fa02
Linear,10,mape,CV,2.165418371412003,1.627054592731659,1.8962364820718312,5cb3fa02
RF10,10,mape,CV,1.891355826173457,2.5093500422495763,2.2003529342115167,5cb3fa02
SVR-rbf,10,mape,CV,1.5607106727129905,1.853608655903664,1.7071596643083273,5cb3fa02
SVR-linear,10,mape,CV,2.168583919057519,1.8136892896709718,1.9911366043642453,5cb3fa02
XGB10,10,mape,CV,1.8418084103926908,1.6611993131331668,1.7515038617629288,5cb3fa02
RNN16,10,mape,CV,1.3551152097867558,1.3378479156089298,1.3464815626978428,5cb3fa02
LSTM16,10,mape,CV,1.5540549746282222,1.524177150859843,1.5391160627440326,5cb3fa02
CNNRNN16,10,mape,CV,1.2966047245025294,1.3575613396156045,1.327083032059067,5cb3fa02
CNNLSTM16,10,mape,CV,1.2216087798588897,1.3050989110673743,1.263353845463132,5cb3fa02
MLP16,10,mape,CV,1.177754887383248,1.142750124089858,1.160252505736553,5cb3fa02
Linear,11,mape,CV,1.196406687942812,1.2213596995988187,1.2088831937708153,5cb3fa02
RF10,11,mape,CV,1.3776467251381548,1.2482095493105763,1.3129281372243655,5cb3fa02
SVR-rbf,11,mape,CV,1.2172858855418724,1.1958849399789317,1.206585412760402,5cb3fa02
SVR-linear,11,mape,CV,1.32642383464959,1.2843326854746686,1.3053782600621293,5cb3fa02
XGB10,11,mape,CV,1.2083991402203034,1.121026618747707,1.1647128794840051,5cb3fa02
RNN16,11,mape,CV,1.0571975922334957,0.8964272856956761,0.9768124389645859,5cb3fa02
LSTM16,11,mape,CV,1.0763377570779893,1.1901817478958299,1.1332597524869095,5cb3fa02
CNNRNN16,11,mape,CV,1.0429152020373742,1.073369407348638,1.058142304693006,5cb3fa02
